RTI_ID,Filing_Date,Year,Month,Month_Name,Quarter,Department,Category,Applicant_Type,State,Mode_of_Filing,PIO_Assigned,Response_Date,Response_Time_Days,Response_Status,Disposal_Type,Rejection_Reason,First_Appeal_Filed,First_Appeal_Date,First_Appeal_Outcome,Second_Appeal_CIC,Second_Appeal_Outcome,Is_Repeat_Filer,Compliant_Response,Breach_Days,Filing_YearMonth,Financial_Year,Escalated_to_CIC,Proactive_Disclosure_Candidate
HPCL-RTI-02911,2019-10-18,2019,10,October,Q4,HR & Personnel,Salary & Pay Details,Journalist / Media,West Bengal,Online (RTI Online Portal),PIO-013,2019-11-05,18,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-10,FY 2019-20,No,No
HPCL-RTI-02912,2019-08-22,2019,8,August,Q3,Mumbai Refinery,Employee Records & Service Matters,Individual Citizen,Madhya Pradesh,Online (RTI Online Portal),PIO-002,2019-09-19,28,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-08,FY 2019-20,No,Yes
HPCL-RTI-02913,2019-07-01,2019,7,July,Q3,LPG Division (Indane),LPG Connection & Cylinder Allocation,Lawyer / Legal Entity,Telangana,Online (RTI Online Portal),PIO-010,2019-07-15,14,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-07,FY 2019-20,No,No
HPCL-RTI-02914,2019-08-03,2019,8,August,Q3,HR & Personnel,Policy & Service Rules,Individual Citizen,Telangana,By Post,PIO-007,2019-09-02,30,Responded On-Time,Rejected,Section 8(1)(a) – National Security & Sovereignty,Yes,2019-10-11,Rejected,Yes,Rejected by CIC,No,Yes,0,2019-08,FY 2019-20,Yes,No
HPCL-RTI-02915,2019-09-19,2019,9,September,Q3,Vigilance,Complaint Status & Outcome,Business Entity,Delhi,Offline (In-Person),PIO-001,2019-10-27,38,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,8,2019-09,FY 2019-20,No,No
HPCL-RTI-02916,2019-06-08,2019,6,June,Q2,Finance & Accounts,Expenditure Details,Business Entity,Karnataka,Online (RTI Online Portal),PIO-001,2019-07-14,36,Responded – Delayed (31–60 days),Rejected,Section 8(1)(h) – Impede Investigation/Prosecution,No,,Not Applicable,No,Not Applicable,No,No,6,2019-06,FY 2019-20,No,No
HPCL-RTI-02917,2019-03-06,2019,3,March,Q1,HR & Personnel,Salary & Pay Details,Lawyer / Legal Entity,Karnataka,Offline (In-Person),PIO-003,2019-03-27,21,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-03,FY 2018-19,No,No
HPCL-RTI-02918,2019-06-22,2019,6,June,Q2,Vizag Refinery,Incident/Accident Reports,Individual Citizen,Tamil Nadu,Offline (In-Person),PIO-003,2019-07-23,31,Responded – Delayed (31–60 days),Rejected,Section 8(1)(d) – Commercial Confidence / IP,Yes,2019-08-09,Rejected,No,Not Applicable,No,No,1,2019-06,FY 2019-20,No,No
HPCL-RTI-02919,2019-11-15,2019,11,November,Q4,Procurement & Materials,Vendor Empanelment,Journalist / Media,Maharashtra,By Post,PIO-007,2019-12-08,23,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-11,FY 2019-20,No,No
HPCL-RTI-02920,2019-04-17,2019,4,April,Q2,Retail Marketing,Policy & Service Rules,NGO / Civil Society,Tamil Nadu,Offline (In-Person),PIO-002,2019-05-16,29,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-04,FY 2019-20,No,No
HPCL-RTI-02921,2019-08-07,2019,8,August,Q3,Vigilance,Policy & Service Rules,Individual Citizen,Others,By Post,PIO-010,2019-08-29,22,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-08,FY 2019-20,No,No
HPCL-RTI-02922,2019-03-28,2019,3,March,Q1,Finance & Accounts,Audit Reports & Observations,NGO / Civil Society,Maharashtra,Online (RTI Online Portal),PIO-003,2019-04-24,27,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-03,FY 2018-19,No,No
HPCL-RTI-02923,2019-11-25,2019,11,November,Q4,Vizag Refinery,Tender & Contract Details,Individual Citizen,Madhya Pradesh,Online (RTI Online Portal),PIO-006,2019-12-17,22,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-11,FY 2019-20,No,Yes
HPCL-RTI-02924,2019-08-27,2019,8,August,Q3,Retail Marketing,Tender & Contracts,Business Entity,Rajasthan,Online (RTI Online Portal),PIO-011,2019-09-15,19,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-08,FY 2019-20,No,No
HPCL-RTI-02925,2019-11-21,2019,11,November,Q4,HR & Personnel,Policy & Service Rules,Individual Citizen,Maharashtra,Online (RTI Online Portal),PIO-008,2019-12-15,24,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2019-11,FY 2019-20,No,No
HPCL-RTI-02926,2019-10-22,2019,10,October,Q4,Vizag Refinery,Tender & Contract Details,Individual Citizen,Andhra Pradesh,Online (RTI Online Portal),PIO-010,2019-11-18,27,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-10,FY 2019-20,No,Yes
HPCL-RTI-02927,2019-10-12,2019,10,October,Q4,LPG Division (Indane),LPG Distributorship Allotment,Lawyer / Legal Entity,Delhi,Online (RTI Online Portal),PIO-004,2019-10-31,19,Responded On-Time,Partially Provided,Not Applicable,Yes,2019-12-14,Partially Upheld,No,Not Applicable,No,Yes,0,2019-10,FY 2019-20,No,Yes
HPCL-RTI-02928,2019-03-24,2019,3,March,Q1,Procurement & Materials,Vendor Empanelment,Individual Citizen,Andhra Pradesh,By Post,PIO-009,2019-04-17,24,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-03,FY 2018-19,No,No
HPCL-RTI-02929,2019-01-08,2019,1,January,Q1,Finance & Accounts,Financial Statements & Budgets,Business Entity,Madhya Pradesh,Online (RTI Online Portal),PIO-001,2019-02-11,34,Responded – Delayed (31–60 days),Rejected,Section 8(1)(d) – Commercial Confidence / IP,Yes,2019-04-07,Partially Upheld,No,Not Applicable,Yes,No,4,2019-01,FY 2018-19,No,No
HPCL-RTI-02930,2019-02-26,2019,2,February,Q1,Projects & Pipelines,Tender & Contract Details,Individual Citizen,Delhi,By Post,PIO-008,2019-04-02,35,Responded – Delayed (31–60 days),Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,5,2019-02,FY 2018-19,No,Yes
HPCL-RTI-02931,2019-04-13,2019,4,April,Q2,Finance & Accounts,Salary & Pay Details,Individual Citizen,Himachal Pradesh,By Post,PIO-007,2019-05-11,28,Responded On-Time,Rejected,Section 8(1)(e) – Fiduciary Relationship,Yes,2019-05-29,Rejected,Yes,Rejected by CIC,No,Yes,0,2019-04,FY 2019-20,Yes,No
HPCL-RTI-02932,2019-03-11,2019,3,March,Q1,Retail Marketing,Petrol Pump Dealership Allotment,Journalist / Media,Rajasthan,Online (RTI Online Portal),PIO-002,2019-03-27,16,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2019-03,FY 2018-19,No,Yes
HPCL-RTI-02933,2019-06-02,2019,6,June,Q2,Retail Marketing,Policy & Service Rules,Individual Citizen,Madhya Pradesh,Online (RTI Online Portal),PIO-007,2019-06-15,13,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-06,FY 2019-20,No,No
HPCL-RTI-02934,2019-06-19,2019,6,June,Q2,Procurement & Materials,Vendor Empanelment,Individual Citizen,Assam,By Post,PIO-001,2019-07-20,31,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,1,2019-06,FY 2019-20,No,No
HPCL-RTI-02935,2019-04-28,2019,4,April,Q2,Procurement & Materials,Expenditure Details,Journalist / Media,Delhi,Offline (In-Person),PIO-006,2019-05-28,30,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-04,FY 2019-20,No,No
HPCL-RTI-02936,2019-10-21,2019,10,October,Q4,Projects & Pipelines,Expenditure Details,Individual Citizen,Rajasthan,Online (RTI Online Portal),PIO-007,2019-11-29,39,Responded – Delayed (31–60 days),Rejected,Section 8(1)(d) – Commercial Confidence / IP,Yes,2020-01-08,Upheld,No,Not Applicable,Yes,No,9,2019-10,FY 2019-20,No,No
HPCL-RTI-02937,2019-11-23,2019,11,November,Q4,Retail Marketing,Petrol Pump Dealership Allotment,Business Entity,Karnataka,Online (RTI Online Portal),PIO-012,2019-12-08,15,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-11,FY 2019-20,No,Yes
HPCL-RTI-02938,2019-02-07,2019,2,February,Q1,Retail Marketing,Tender & Contracts,Individual Citizen,Uttar Pradesh,Offline (In-Person),PIO-005,2019-02-25,18,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-02,FY 2018-19,No,No
HPCL-RTI-02939,2019-03-30,2019,3,March,Q1,LPG Division (Indane),LPG Subsidy & Pricing,Business Entity,Telangana,Online (RTI Online Portal),PIO-012,2019-04-06,7,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-03,FY 2018-19,No,No
HPCL-RTI-02940,2019-01-02,2019,1,January,Q1,Procurement & Materials,Policy & Service Rules,NGO / Civil Society,Andhra Pradesh,By Post,PIO-007,2019-01-21,19,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-01,FY 2018-19,No,No
HPCL-RTI-02941,2019-07-25,2019,7,July,Q3,Retail Marketing,Tender & Contracts,Individual Citizen,Rajasthan,Offline (In-Person),PIO-004,2019-08-21,27,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-07,FY 2019-20,No,No
HPCL-RTI-02942,2019-06-14,2019,6,June,Q2,"Health, Safety & Environment",HSE Policy & Standards,Journalist / Media,Tamil Nadu,Online (RTI Online Portal),PIO-005,2019-07-01,17,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-06,FY 2019-20,No,No
HPCL-RTI-02943,2019-07-20,2019,7,July,Q3,HR & Personnel,Employee Records & Service Matters,NGO / Civil Society,Karnataka,By Post,PIO-004,2019-08-18,29,Responded On-Time,Rejected,Section 8(1)(h) – Impede Investigation/Prosecution,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-07,FY 2019-20,No,Yes
HPCL-RTI-02944,2019-10-03,2019,10,October,Q4,Finance & Accounts,Policy & Service Rules,Individual Citizen,Uttar Pradesh,By Post,PIO-005,2019-10-22,19,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-10,FY 2019-20,No,No
HPCL-RTI-02945,2019-09-29,2019,9,September,Q3,LPG Division (Indane),Policy & Service Rules,Individual Citizen,Maharashtra,Online (RTI Online Portal),PIO-011,2019-10-21,22,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-09,FY 2019-20,No,No
HPCL-RTI-02946,2019-01-23,2019,1,January,Q1,Mumbai Refinery,Environmental Compliance,Individual Citizen,Uttar Pradesh,Online (RTI Online Portal),PIO-012,2019-02-05,13,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-01,FY 2018-19,No,No
HPCL-RTI-02947,2019-01-05,2019,1,January,Q1,Procurement & Materials,Policy & Service Rules,Individual Citizen,Gujarat,By Post,PIO-003,2019-01-28,23,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-01,FY 2018-19,No,No
HPCL-RTI-02948,2019-04-01,2019,4,April,Q2,Legal & Secretarial,Legal Cases & Court Orders,Individual Citizen,Uttar Pradesh,Online (RTI Online Portal),PIO-006,2019-04-06,5,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2019-04,FY 2019-20,No,No
HPCL-RTI-02949,2019-03-15,2019,3,March,Q1,LPG Division (Indane),LPG Connection & Cylinder Allocation,Individual Citizen,Maharashtra,By Post,PIO-010,2019-04-02,18,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-03,FY 2018-19,No,No
HPCL-RTI-02950,2019-04-01,2019,4,April,Q2,LPG Division (Indane),LPG Connection & Cylinder Allocation,Individual Citizen,Bihar,Online (RTI Online Portal),PIO-001,2019-04-08,7,Responded On-Time,Rejected,Section 8(1)(e) – Fiduciary Relationship,Yes,2019-05-21,Upheld,No,Not Applicable,No,Yes,0,2019-04,FY 2019-20,No,No
HPCL-RTI-02951,2019-04-28,2019,4,April,Q2,HR & Personnel,Policy & Service Rules,Individual Citizen,Gujarat,By Post,PIO-006,2019-06-01,34,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,4,2019-04,FY 2019-20,No,No
HPCL-RTI-02952,2019-12-12,2019,12,December,Q4,Finance & Accounts,Salary & Pay Details,Individual Citizen,Madhya Pradesh,Offline (In-Person),PIO-009,2020-01-08,27,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-12,FY 2019-20,No,No
HPCL-RTI-02953,2019-04-22,2019,4,April,Q2,LPG Division (Indane),Policy & Service Rules,Lawyer / Legal Entity,Andhra Pradesh,Online (RTI Online Portal),PIO-003,2019-05-15,23,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-04,FY 2019-20,No,No
HPCL-RTI-02954,2019-07-05,2019,7,July,Q3,Finance & Accounts,Audit Reports & Observations,NGO / Civil Society,Karnataka,By Post,PIO-002,2019-08-07,33,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,3,2019-07,FY 2019-20,No,No
HPCL-RTI-02955,2019-09-22,2019,9,September,Q3,Finance & Accounts,Policy & Service Rules,Lawyer / Legal Entity,Uttar Pradesh,Online (RTI Online Portal),PIO-006,2019-10-05,13,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-09,FY 2019-20,No,No
HPCL-RTI-02956,2019-02-14,2019,2,February,Q1,Projects & Pipelines,Environmental Compliance,Individual Citizen,Gujarat,By Post,PIO-008,2019-03-28,42,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,12,2019-02,FY 2018-19,No,No
HPCL-RTI-02957,2019-10-25,2019,10,October,Q4,LPG Division (Indane),Policy & Service Rules,Individual Citizen,Rajasthan,By Post,PIO-006,2019-11-21,27,Responded On-Time,Rejected,Section 8(1)(d) – Commercial Confidence / IP,Yes,2019-12-17,Partially Upheld,No,Not Applicable,No,Yes,0,2019-10,FY 2019-20,No,No
HPCL-RTI-02958,2019-01-30,2019,1,January,Q1,LPG Division (Indane),LPG Subsidy & Pricing,Business Entity,Telangana,By Post,PIO-006,2019-02-17,18,Responded On-Time,Rejected,Section 8(1)(e) – Fiduciary Relationship,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-01,FY 2018-19,No,No
HPCL-RTI-02959,2019-05-11,2019,5,May,Q2,Retail Marketing,Petrol Pump Dealership Allotment,NGO / Civil Society,Delhi,Offline (In-Person),PIO-011,2019-06-08,28,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-05,FY 2019-20,No,Yes
HPCL-RTI-02960,2019-06-27,2019,6,June,Q2,Finance & Accounts,Salary & Pay Details,Business Entity,Gujarat,Offline (In-Person),PIO-003,2019-07-09,12,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2019-06,FY 2019-20,No,No
HPCL-RTI-02961,2019-03-15,2019,3,March,Q1,HR & Personnel,Promotion & Transfer Details,Lawyer / Legal Entity,Punjab,Online (RTI Online Portal),PIO-010,2019-03-31,16,Responded On-Time,Information Provided,Not Applicable,Yes,2019-05-11,Upheld,No,Not Applicable,No,Yes,0,2019-03,FY 2018-19,No,No
HPCL-RTI-02962,2019-04-12,2019,4,April,Q2,Retail Marketing,Tender & Contracts,Individual Citizen,Andhra Pradesh,Offline (In-Person),PIO-007,2019-04-27,15,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-04,FY 2019-20,No,No
HPCL-RTI-02963,2019-11-14,2019,11,November,Q4,Finance & Accounts,Expenditure Details,Journalist / Media,Andhra Pradesh,Offline (In-Person),PIO-008,2019-12-01,17,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-11,FY 2019-20,No,No
HPCL-RTI-02964,2019-04-01,2019,4,April,Q2,Vigilance,Complaint Status & Outcome,Individual Citizen,Gujarat,By Post,PIO-001,2019-04-19,18,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2019-04,FY 2019-20,No,No
HPCL-RTI-02965,2019-10-05,2019,10,October,Q4,Retail Marketing,Fuel Pricing & Policy,Individual Citizen,Maharashtra,Online (RTI Online Portal),PIO-005,2019-11-03,29,Responded On-Time,Rejected,Section 24 – Intelligence/Security Organisation,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-10,FY 2019-20,No,No
HPCL-RTI-02966,2019-02-21,2019,2,February,Q1,Mumbai Refinery,Refinery Operations & Output,Individual Citizen,Others,Online (RTI Online Portal),PIO-004,2019-03-15,22,Responded On-Time,Rejected,Section 8(1)(d) – Commercial Confidence / IP,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-02,FY 2018-19,No,No
HPCL-RTI-02967,2019-11-30,2019,11,November,Q4,Finance & Accounts,Expenditure Details,Business Entity,Telangana,Offline (In-Person),PIO-011,2019-12-24,24,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-11,FY 2019-20,No,No
HPCL-RTI-02968,2019-09-23,2019,9,September,Q3,Legal & Secretarial,Policy & Service Rules,Individual Citizen,Maharashtra,By Post,PIO-010,2019-10-11,18,Responded On-Time,Information Provided,Not Applicable,Yes,2019-11-27,Upheld,No,Not Applicable,No,Yes,0,2019-09,FY 2019-20,No,No
HPCL-RTI-02969,2019-10-02,2019,10,October,Q4,LPG Division (Indane),LPG Distributorship Allotment,Individual Citizen,Andhra Pradesh,Online (RTI Online Portal),PIO-008,2019-10-08,6,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2019-10,FY 2019-20,No,Yes
HPCL-RTI-02970,2019-09-15,2019,9,September,Q3,Retail Marketing,Dealer/Distributor Grievances,Individual Citizen,Andhra Pradesh,Online (RTI Online Portal),PIO-010,2019-10-07,22,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2019-09,FY 2019-20,No,No
HPCL-RTI-02971,2019-09-02,2019,9,September,Q3,Retail Marketing,Policy & Service Rules,Business Entity,Delhi,Offline (In-Person),PIO-001,2019-09-07,5,Responded On-Time,Transferred to Concerned Department,Not Applicable,Yes,2019-10-10,Rejected,No,Not Applicable,No,Yes,0,2019-09,FY 2019-20,No,No
HPCL-RTI-02972,2019-01-12,2019,1,January,Q1,Vizag Refinery,Environmental Compliance,Individual Citizen,Telangana,Online (RTI Online Portal),PIO-010,2019-02-05,24,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-01,FY 2018-19,No,No
HPCL-RTI-02973,2019-09-19,2019,9,September,Q3,Finance & Accounts,Salary & Pay Details,Individual Citizen,Maharashtra,Online (RTI Online Portal),PIO-011,2019-09-29,10,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-09,FY 2019-20,No,No
HPCL-RTI-02974,2019-07-31,2019,7,July,Q3,Procurement & Materials,Tender & Contract Details,Individual Citizen,Uttar Pradesh,Offline (In-Person),PIO-005,2019-09-09,40,Responded – Delayed (31–60 days),Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,No,10,2019-07,FY 2019-20,No,Yes
HPCL-RTI-02975,2019-10-25,2019,10,October,Q4,Finance & Accounts,Salary & Pay Details,Individual Citizen,Madhya Pradesh,By Post,PIO-013,2019-11-22,28,Responded On-Time,Information Provided,Not Applicable,Yes,2019-12-16,Partially Upheld,No,Not Applicable,No,Yes,0,2019-10,FY 2019-20,No,No
HPCL-RTI-02976,2019-03-06,2019,3,March,Q1,Projects & Pipelines,Expenditure Details,Individual Citizen,Delhi,Online (RTI Online Portal),PIO-007,2019-04-01,26,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-03,FY 2018-19,No,No
HPCL-RTI-02977,2019-09-07,2019,9,September,Q3,Mumbai Refinery,Environmental Compliance,Lawyer / Legal Entity,Karnataka,Offline (In-Person),PIO-004,2019-10-13,36,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,6,2019-09,FY 2019-20,No,No
HPCL-RTI-02978,2019-01-23,2019,1,January,Q1,Retail Marketing,Fuel Pricing & Policy,Lawyer / Legal Entity,Gujarat,Offline (In-Person),PIO-003,2019-02-05,13,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-01,FY 2018-19,No,No
HPCL-RTI-02979,2019-04-09,2019,4,April,Q2,Finance & Accounts,Policy & Service Rules,Individual Citizen,West Bengal,Offline (In-Person),PIO-006,2019-05-04,25,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-04,FY 2019-20,No,No
HPCL-RTI-02980,2019-06-10,2019,6,June,Q2,Procurement & Materials,Vendor Empanelment,Individual Citizen,Maharashtra,Online (RTI Online Portal),PIO-007,2019-07-04,24,Responded On-Time,Rejected,Section 8(1)(e) – Fiduciary Relationship,Yes,2019-08-18,Rejected,No,Not Applicable,No,Yes,0,2019-06,FY 2019-20,No,No
HPCL-RTI-02981,2019-12-13,2019,12,December,Q4,Finance & Accounts,Policy & Service Rules,Individual Citizen,Odisha,Offline (In-Person),PIO-009,2020-01-05,23,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-12,FY 2019-20,No,No
HPCL-RTI-02982,2019-02-22,2019,2,February,Q1,Mumbai Refinery,Environmental Compliance,Individual Citizen,Karnataka,Online (RTI Online Portal),PIO-001,2019-03-30,36,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,6,2019-02,FY 2018-19,No,No
HPCL-RTI-02983,2019-07-09,2019,7,July,Q3,HR & Personnel,Pension & Retirement Benefits,Journalist / Media,Maharashtra,Offline (In-Person),PIO-008,2019-08-08,30,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-07,FY 2019-20,No,No
HPCL-RTI-02984,2019-12-16,2019,12,December,Q4,Retail Marketing,Petrol Pump Dealership Allotment,Business Entity,West Bengal,Online (RTI Online Portal),PIO-007,2020-01-07,22,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-12,FY 2019-20,No,Yes
HPCL-RTI-02985,2019-10-22,2019,10,October,Q4,Finance & Accounts,Audit Reports & Observations,Lawyer / Legal Entity,Telangana,Online (RTI Online Portal),PIO-011,2019-10-29,7,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-10,FY 2019-20,No,No
HPCL-RTI-02986,2019-11-05,2019,11,November,Q4,"Health, Safety & Environment",Pollution Control Data,Journalist / Media,Gujarat,Online (RTI Online Portal),PIO-010,2019-11-18,13,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-11,FY 2019-20,No,No
HPCL-RTI-02987,2019-02-02,2019,2,February,Q1,Finance & Accounts,Financial Statements & Budgets,Individual Citizen,Telangana,Online (RTI Online Portal),PIO-005,2019-02-22,20,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,Yes,2019-03-13,Upheld,No,Not Applicable,No,Yes,0,2019-02,FY 2018-19,No,No
HPCL-RTI-02988,2019-06-09,2019,6,June,Q2,Finance & Accounts,Financial Statements & Budgets,NGO / Civil Society,Maharashtra,Online (RTI Online Portal),PIO-002,2019-07-01,22,Responded On-Time,Partially Provided,Not Applicable,Yes,2019-08-13,Partially Upheld,No,Not Applicable,No,Yes,0,2019-06,FY 2019-20,No,No
HPCL-RTI-02989,2019-01-11,2019,1,January,Q1,Finance & Accounts,Financial Statements & Budgets,Individual Citizen,Andhra Pradesh,By Post,PIO-006,2019-01-23,12,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-01,FY 2018-19,No,No
HPCL-RTI-02990,2019-03-06,2019,3,March,Q1,Vizag Refinery,Tender & Contract Details,Individual Citizen,Kerala,By Post,PIO-007,2019-04-22,47,Responded – Delayed (31–60 days),Partially Provided,Not Applicable,Yes,2019-06-02,Rejected,No,Not Applicable,Yes,No,17,2019-03,FY 2018-19,No,Yes
HPCL-RTI-02991,2019-03-07,2019,3,March,Q1,LPG Division (Indane),LPG Distributorship Allotment,Individual Citizen,Maharashtra,By Post,PIO-013,2019-04-07,31,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,1,2019-03,FY 2018-19,No,Yes
HPCL-RTI-02992,2019-06-02,2019,6,June,Q2,Finance & Accounts,Expenditure Details,Individual Citizen,Delhi,Online (RTI Online Portal),PIO-011,2019-06-28,26,Responded On-Time,Rejected,Section 8(1)(a) – National Security & Sovereignty,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-06,FY 2019-20,No,No
HPCL-RTI-02993,2019-05-20,2019,5,May,Q2,HR & Personnel,Recruitment & Selection,Individual Citizen,Tamil Nadu,Online (RTI Online Portal),PIO-010,2019-06-13,24,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-05,FY 2019-20,No,Yes
HPCL-RTI-02994,2019-03-29,2019,3,March,Q1,Corporate Planning & BD,Financial Statements & Budgets,Individual Citizen,Bihar,Online (RTI Online Portal),PIO-008,2019-04-15,17,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-03,FY 2018-19,No,No
HPCL-RTI-02995,2019-02-02,2019,2,February,Q1,Finance & Accounts,Financial Statements & Budgets,Individual Citizen,Maharashtra,By Post,PIO-003,2019-02-15,13,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2019-02,FY 2018-19,No,No
